INFO:depchase:DEPENDENCY INFORMATION                                                          
INFO                                                                            MATCH
├─libpthread.so.0(GLIBC_2.0)                                                    glibc-2.26-1.fc27.1.i686
├─libdl.so.2                                                                    glibc-2.26-1.fc27.1.i686
├─libz.so.1                                                                     zlib-1.2.11-4.fc27.i686
├─libpthread.so.0(GLIBC_2.1)                                                    glibc-2.26-1.fc27.1.i686
├─libX11.so.6                                                                   libX11-1.6.5-4.fc27.i686
├─libdl.so.2(GLIBC_2.0)                                                         glibc-2.26-1.fc27.1.i686
├─libdl.so.2(GLIBC_2.1)                                                         glibc-2.26-1.fc27.1.i686
├─libjvm.so                                                                     java-1.8.0-openjdk-headless-1:1.8.0.131-7.b12.fc27.i686
├─libjava.so                                                                    java-1.8.0-openjdk-headless-1:1.8.0.131-7.b12.fc27.i686
├─libawt.so                                                                     java-1.8.0-openjdk-headless-1:1.8.0.131-7.b12.fc27.i686
├─libawt_xawt.so                                                                java-1.8.0-openjdk-1:1.8.0.131-7.b12.fc27.i686
├─libawt_xawt.so(SUNWprivate_1.1)                                               java-1.8.0-openjdk-1:1.8.0.131-7.b12.fc27.i686
└─java-1.8.0-openjdk(x86-32) = 1:1.8.0.131-7.b12.fc27                           java-1.8.0-openjdk-1:1.8.0.131-7.b12.fc27.i686
lzip-1.19-1.fc27.i686                                                           
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
├─libc.so.6(GLIBC_2.4)                                                          glibc-2.26-1.fc27.1.i686
├─libm.so.6                                                                     glibc-2.26-1.fc27.1.i686
├─libgcc_s.so.1                                                                 libgcc-7.1.1-7.fc27.1.i686
├─libstdc++.so.6                                                                libstdc++-7.1.1-7.fc27.1.i686
├─libstdc++.so.6(CXXABI_1.3)                                                    libstdc++-7.1.1-7.fc27.1.i686
├─libstdc++.so.6(GLIBCXX_3.4)                                                   libstdc++-7.1.1-7.fc27.1.i686
├─libgcc_s.so.1(GCC_3.0)                                                        libgcc-7.1.1-7.fc27.1.i686
├─libstdc++.so.6(CXXABI_1.3.9)                                                  libstdc++-7.1.1-7.fc27.1.i686
├─libstdc++.so.6(GLIBCXX_3.4.21)                                                libstdc++-7.1.1-7.fc27.1.i686
├─libstdc++.so.6(CXXABI_1.3.8)                                                  libstdc++-7.1.1-7.fc27.1.i686
├─libgcc_s.so.1(GLIBC_2.0)                                                      libgcc-7.1.1-7.fc27.1.i686
└─libstdc++.so.6(CXXABI_1.3.1)                                                  libstdc++-7.1.1-7.fc27.1.i686
ncompress-4.2.4.4-7.fc26.i686                                                   
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
└─libc.so.6(GLIBC_2.4)                                                          glibc-2.26-1.fc27.1.i686
perl-Thread-Queue-3.12-393.fc27.noarch                                          
├─perl(strict)                                                                  perl-libs-4:5.26.0-398.fc27.i686
├─perl(:MODULE_COMPAT_5.26.0)                                                   perl-libs-4:5.26.0-398.fc27.i686
├─perl(warnings)                                                                perl-libs-4:5.26.0-398.fc27.i686
├─perl(Carp)                                                                    perl-Carp-1.42-394.fc27.noarch
├─perl(Scalar::Util) >= 1.10                                                    perl-Scalar-List-Utils-3:1.48-1.fc27.i686
└─perl(threads::shared) >= 1.21                                                 perl-threads-shared-1.57-4.fc27.i686
python2-docutils-0.13.1-4.fc26.noarch                                           
├─/usr/bin/python2                                                              python2-2.7.13-12.fc27.i686
└─python(abi) = 2.7                                                             python2-2.7.13-12.fc27.i686
python2-virtualenv-15.1.0-1.fc27.noarch                                         
├─/usr/bin/python2                                                              python2-2.7.13-12.fc27.i686
├─python2-setuptools                                                            python2-setuptools-36.2.0-3.fc27.noarch
├─python2-devel                                                                 python2-devel-2.7.13-12.fc27.i686
└─python(abi) = 2.7                                                             python2-2.7.13-12.fc27.i686
sharutils-4.15.2-5.fc26.i686                                                    
├─rtld(GNU_HASH)                                                                glibc-2.26-1.fc27.1.i686
└─libc.so.6(GLIBC_2.7)                                                          glibc-2.26-1.fc27.1.i686
texinfo-tex-6.4-3.fc27.i686                                                     
├─tex(tex)                                                                      texlive-collection-basic-6:svn41149-35.20160520.fc27.1.noarch
├─tex(epsf.tex)                                                                 texlive-epsf-6:svn21461.2.7.4-35.fc27.1.noarch
└─texinfo = 6.4-3.fc27                                                          texinfo-6.4-3.fc27.i686
